observation_id,observation_date,surveyor_id,surveyor_name,location_name,region,sector_id,n_observed,w_observed,s_observed,n_canonical,w_canonical,s_canonical,variance_n,variance_w,variance_s,total_variance,stability_class,surveyor_reliability,instrument_id,weather_conditions,notes
GCO-01324,1855-12-18,SV-02,Mira Strand,Little Yard,Capital,NW-6,47.087,4.391,15.593,46.115,3.94,14.659,0.973,0.451,0.934,1.422,STABLE,0.708,COMP-002,cloudy,
GCO-04490,1855-12-22,SV-04,Pella Morse,Little Yard,Capital,NW-6,45.815,3.767,14.787,46.115,3.94,14.659,-0.3,-0.173,0.129,0.369,STABLE,0.767,COMP-036,rain,
GCO-03008,1855-12-23,SV-04,Pella Morse,Square (Capital),Capital,NW-4,4.758,11.213,33.161,3.543,11.9,33.449,1.215,-0.688,-0.288,1.426,STABLE,0.767,COMP-014,cloudy,
GCO-03177,1855-12-23,SV-30,Merris Glen,Little Exchange (Capital),Capital,NW-2,7.715,18.261,34.36,8.133,17.764,33.509,-0.417,0.498,0.851,1.07,STABLE,0.881,COMP-020,cloudy,Standard conditions
GCO-04037,1855-12-23,SV-07,Rellen Foss,Little Yard,Capital,NW-6,46.12,3.436,15.018,46.115,3.94,14.659,0.006,-0.504,0.359,0.619,STABLE,0.968,COMP-044,clear,Obstructed view
GCO-00328,1855-12-25,SV-29,Corren Dale,Little Yard,Capital,NW-6,45.446,3.788,14.523,46.115,3.94,14.659,-0.669,-0.152,-0.136,0.699,STABLE,0.954,COMP-006,rain,
GCO-01267,1855-12-25,SV-15,Darren Pol,Little Yard,Capital,NW-6,47.049,3.166,14.384,46.115,3.94,14.659,0.934,-0.774,-0.275,1.244,STABLE,0.895,COMP-026,clear,
GCO-03366,1855-12-28,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,46.582,3.475,14.702,46.115,3.94,14.659,0.467,-0.465,0.043,0.661,STABLE,0.802,COMP-014,cloudy,
GCO-02875,1855-12-29,SV-30,Merris Glen,East Plaza (Capital),Capital,NW-8,27.82,35.232,10.49,28.359,35.896,10.631,-0.539,-0.664,-0.141,0.867,STABLE,0.881,COMP-027,clear,
GCO-02921,1855-12-31,SV-02,Mira Strand,North Terminus (Capital),Capital,NW-6,34.236,28.099,13.109,34.086,26.849,13.341,0.151,1.251,-0.232,1.281,STABLE,0.708,COMP-024,fog,
GCO-04439,1855-12-31,SV-09,Archon Mills,East Square,Capital,NW-2,38.493,49.506,42.8,38.653,49.261,42.766,-0.16,0.245,0.034,0.294,STABLE,0.827,COMP-022,fog,
GCO-01147,1856-01-03,SV-17,Varian Kess,Little Yard,Capital,NW-6,46.313,4.212,14.75,46.115,3.94,14.659,0.198,0.272,0.091,0.348,STABLE,0.766,COMP-011,cloudy,
GCO-03296,1856-01-04,SV-09,Archon Mills,Little Yard,Capital,NW-6,46.183,4.487,14.469,46.115,3.94,14.659,0.068,0.547,-0.19,0.583,STABLE,0.827,COMP-034,cloudy,
GCO-04835,1856-01-06,SV-23,Pellin Marsh,Lower Yard (Capital),Capital,NW-9,7.475,19.554,49.894,8.17,18.973,49.476,-0.695,0.581,0.418,0.998,STABLE,0.802,COMP-009,cloudy,
GCO-00638,1856-01-08,SV-22,Garris Stone,Little Yard,Capital,NW-6,45.804,3.918,14.888,46.115,3.94,14.659,-0.311,-0.022,0.229,0.386,STABLE,0.909,COMP-007,clear,
GCO-01560,1856-01-08,SV-24,Kellin Ward,Little Exchange (Capital),Capital,NW-2,7.158,13.57,32.68,8.133,17.764,33.509,-0.975,-4.193,-0.828,4.384,STABLE,0.747,COMP-006,storm,
GCO-02135,1856-01-09,SV-27,Sellin Brook,Lesser Bridge (Capital),Capital,NW-3,14.131,32.255,29.559,14.922,31.947,30.449,-0.792,0.308,-0.889,1.23,STABLE,0.728,COMP-016,fog,
GCO-04722,1856-01-14,SV-28,Varren Hill,Little Yard,Capital,NW-6,45.571,3.612,14.36,46.115,3.94,14.659,-0.544,-0.328,-0.299,0.702,STABLE,0.729,COMP-018,cloudy,
GCO-02333,1856-01-18,SV-21,Mellen Pike,Wharf (Capital),Capital,NW-6,38.295,11.061,1.39,38.8,11.452,1.605,-0.505,-0.392,-0.215,0.674,STABLE,0.942,COMP-013,rain,
GCO-04341,1856-01-18,SV-29,Corren Dale,East Square,Capital,NW-2,39.09,49.232,43.271,38.653,49.261,42.766,0.437,-0.029,0.505,0.668,STABLE,0.954,COMP-023,clear,
GCO-04973,1856-01-18,SV-05,Tobin Creel,Little Exchange (Capital),Capital,NW-2,7.559,18.138,34.319,8.133,17.764,33.509,-0.574,0.374,0.81,1.061,STABLE,0.921,COMP-047,fog,
GCO-02374,1856-01-20,SV-28,Varren Hill,Little Yard,Capital,NW-6,45.039,5.254,14.108,46.115,3.94,14.659,-1.076,1.314,-0.551,1.786,STABLE,0.729,COMP-001,clear,
GCO-02413,1856-01-20,SV-30,Merris Glen,Little Yard,Capital,NW-6,46.472,4.139,14.865,46.115,3.94,14.659,0.358,0.199,0.206,0.458,MODERATE,0.881,COMP-006,rain,
GCO-03657,1856-01-29,SV-29,Corren Dale,East Square,Capital,NW-2,39.139,49.582,43.281,38.653,49.261,42.766,0.485,0.321,0.515,0.777,STABLE,0.954,COMP-017,clear,
GCO-00915,1856-02-01,SV-04,Pella Morse,Little Yard,Capital,NW-6,46.309,3.329,15.566,46.115,3.94,14.659,0.195,-0.611,0.907,1.111,STABLE,0.767,COMP-043,clear,
GCO-01240,1856-02-01,SV-26,Norris Vale,Little Yard,Capital,NW-6,46.708,4.115,15.121,46.115,3.94,14.659,0.593,0.175,0.462,0.772,STABLE,0.801,COMP-037,cloudy,Standard conditions
GCO-01387,1856-02-01,SV-07,Rellen Foss,Little Yard,Capital,NW-6,45.156,3.249,15.168,46.115,3.94,14.659,-0.959,-0.691,0.509,1.287,STABLE,0.968,COMP-009,clear,
GCO-03271,1856-02-01,SV-15,Darren Pol,Little Yard,Capital,NW-6,45.035,4.062,15.143,46.115,3.94,14.659,-1.08,0.122,0.484,1.19,STABLE,0.895,COMP-035,fog,
GCO-01984,1856-02-02,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.983,3.11,13.704,46.115,3.94,14.659,0.868,-0.83,-0.955,1.534,STABLE,0.942,COMP-014,rain,
GCO-03806,1856-02-07,SV-28,Varren Hill,Little Yard,Capital,NW-6,46.23,4.904,15.076,46.115,3.94,14.659,0.115,0.964,0.417,1.056,STABLE,0.729,COMP-019,cloudy,
GCO-02046,1856-02-10,SV-09,Archon Mills,East Square,Capital,NW-2,38.528,49.503,42.594,38.653,49.261,42.766,-0.126,0.242,-0.172,0.322,STABLE,0.827,COMP-002,clear,
GCO-04302,1856-02-10,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,46.655,3.817,15.121,46.115,3.94,14.659,0.541,-0.123,0.462,0.722,STABLE,0.726,COMP-048,clear,
GCO-01215,1856-02-12,SV-16,Hellis Mord,Little Yard,Capital,NW-6,44.629,5.272,13.486,46.115,3.94,14.659,-1.486,1.332,-1.173,2.315,STABLE,0.863,COMP-021,rain,
GCO-02810,1856-02-12,SV-18,Sollis Hern,East Square,Capital,NW-2,38.359,49.79,41.856,38.653,49.261,42.766,-0.295,0.529,-0.91,1.093,STABLE,0.877,COMP-008,clear,Readings verified by second surveyor
GCO-04282,1856-02-12,SV-20,Torren Voss,Little Yard,Capital,NW-6,46.766,2.517,13.789,46.115,3.94,14.659,0.651,-1.423,-0.87,1.791,STABLE,0.702,COMP-004,cloudy,
GCO-03158,1856-02-13,SV-03,Vornis Keth,Little Exchange (Capital),Capital,NW-2,9.392,17.727,33.562,8.133,17.764,33.509,1.259,-0.037,0.053,1.261,STABLE,0.783,COMP-014,clear,
GCO-03203,1856-02-13,SV-18,Sollis Hern,Little Yard,Capital,NW-6,46.152,3.579,14.583,46.115,3.94,14.659,0.038,-0.361,-0.076,0.371,STABLE,0.877,COMP-039,cloudy,
GCO-03571,1856-02-13,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.746,4.486,13.593,46.115,3.94,14.659,-0.369,0.546,-1.066,1.253,STABLE,0.709,COMP-044,clear,
GCO-00044,1856-02-14,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,45.33,3.391,13.191,46.115,3.94,14.659,-0.785,-0.549,-1.468,1.753,STABLE,0.802,COMP-034,cloudy,
GCO-04633,1856-02-14,SV-12,Pemlik Vorn,Little Exchange (Capital),Capital,NW-2,6.91,19.141,33.919,8.133,17.764,33.509,-1.222,1.377,0.41,1.886,STABLE,0.852,COMP-023,clear,
GCO-00120,1856-02-15,SV-25,Terris Bloom,East Square,Capital,NW-2,38.595,49.268,43.022,38.653,49.261,42.766,-0.058,0.007,0.257,0.263,STABLE,0.987,COMP-017,clear,
GCO-02784,1856-02-15,SV-24,Kellin Ward,Little Yard,Capital,NW-6,46.006,3.69,14.94,46.115,3.94,14.659,-0.109,-0.25,0.281,0.392,STABLE,0.747,COMP-014,cloudy,
GCO-03708,1856-02-15,SV-08,Tessyn Ward,East Square,Capital,NW-2,38.988,49.822,42.842,38.653,49.261,42.766,0.334,0.561,0.076,0.658,STABLE,0.726,COMP-024,clear,Readings verified by second surveyor
GCO-04503,1856-02-15,SV-21,Mellen Pike,East Square,Capital,NW-2,37.72,49.995,42.725,38.653,49.261,42.766,-0.933,0.734,-0.041,1.188,STABLE,0.942,COMP-024,clear,
GCO-03587,1856-02-16,SV-15,Darren Pol,Little Yard,Capital,NW-6,46.497,3.898,14.523,46.115,3.94,14.659,0.382,-0.042,-0.136,0.408,STABLE,0.895,COMP-024,cloudy,
GCO-04193,1856-02-21,SV-24,Kellin Ward,East Square,Capital,NW-2,38.528,49.394,43.256,38.653,49.261,42.766,-0.125,0.133,0.49,0.523,STABLE,0.747,COMP-031,cloudy,
GCO-02718,1856-02-25,SV-28,Varren Hill,Lower Yard (Capital),Capital,NW-9,5.957,20.963,50.379,8.17,18.973,49.476,-2.213,1.99,0.903,3.11,STABLE,0.729,COMP-007,rain,
GCO-04917,1856-02-25,SV-23,Pellin Marsh,East Square,Capital,NW-2,39.669,50.994,41.603,38.653,49.261,42.766,1.015,1.733,-1.163,2.321,STABLE,0.802,COMP-017,rain,Equipment recalibrated
GCO-01419,1856-02-27,SV-14,Levin Cross,Little Yard,Capital,NW-6,45.905,3.815,14.344,46.115,3.94,14.659,-0.21,-0.125,-0.315,0.399,STABLE,0.76,COMP-037,clear,
GCO-02979,1856-02-28,SV-19,Nerin Kale,Little Yard,Capital,NW-6,46.684,3.689,14.658,46.115,3.94,14.659,0.569,-0.251,-0.001,0.622,STABLE,0.943,COMP-029,clear,
GCO-00271,1856-03-01,SV-04,Pella Morse,Little Yard,Capital,NW-6,45.53,5.11,15.071,46.115,3.94,14.659,-0.585,1.17,0.412,1.372,STABLE,0.767,COMP-012,clear,
GCO-00878,1856-03-04,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,45.397,4.226,14.153,46.115,3.94,14.659,-0.718,0.286,-0.506,0.924,STABLE,0.852,COMP-033,cloudy,
GCO-04656,1856-03-06,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,46.395,4.81,13.947,46.115,3.94,14.659,0.281,0.87,-0.712,1.159,STABLE,0.852,COMP-013,cloudy,
GCO-03146,1856-03-08,SV-17,Varian Kess,Little Yard,Capital,NW-6,46.606,4.759,15.572,46.115,3.94,14.659,0.491,0.819,0.913,1.321,STABLE,0.766,COMP-043,cloudy,
GCO-03987,1856-03-09,SV-07,Rellen Foss,Little Yard,Capital,NW-6,46.676,4.599,14.174,46.115,3.94,14.659,0.562,0.659,-0.485,0.992,STABLE,0.968,COMP-024,cloudy,Reference marker missing or damaged
GCO-00810,1856-03-12,SV-17,Varian Kess,Little Yard,Capital,NW-6,46.027,4.596,13.408,46.115,3.94,14.659,-0.088,0.656,-1.251,1.415,STABLE,0.766,COMP-026,cloudy,
GCO-02908,1856-03-15,SV-11,Erris Dann,Wharf (Capital),Capital,NW-6,38.941,10.266,1.729,38.8,11.452,1.605,0.141,-1.186,0.124,1.201,STABLE,0.766,COMP-011,cloudy,Located reference marker
GCO-03031,1856-03-15,SV-03,Vornis Keth,East Square,Capital,NW-2,38.156,49.765,41.966,38.653,49.261,42.766,-0.497,0.504,-0.8,1.068,STABLE,0.783,COMP-010,cloudy,
GCO-00690,1856-03-17,SV-03,Vornis Keth,Little Yard,Capital,NW-6,47.117,3.929,14.446,46.115,3.94,14.659,1.002,-0.011,-0.212,1.024,STABLE,0.783,COMP-010,cloudy,
GCO-00141,1856-03-18,SV-22,Garris Stone,East Plaza (Capital),Capital,NW-8,29.547,37.446,11.311,28.359,35.896,10.631,1.188,1.55,0.68,2.068,STABLE,0.909,COMP-012,clear,
GCO-04314,1856-03-18,SV-28,Varren Hill,Little Yard,Capital,NW-6,44.38,4.032,14.3,46.115,3.94,14.659,-1.735,0.092,-0.359,1.774,STABLE,0.729,COMP-015,clear,
GCO-03598,1856-03-20,SV-25,Terris Bloom,Little Yard,Capital,NW-6,46.943,3.859,15.196,46.115,3.94,14.659,0.829,-0.081,0.537,0.991,STABLE,0.987,COMP-019,clear,
GCO-04664,1856-03-22,SV-03,Vornis Keth,Little Yard,Capital,NW-6,45.468,4.007,15.043,46.115,3.94,14.659,-0.647,0.067,0.384,0.755,STABLE,0.783,COMP-033,clear,Anomalous magnetic interference noted
GCO-02309,1856-03-27,SV-25,Terris Bloom,East Square,Capital,NW-2,38.48,47.874,43.892,38.653,49.261,42.766,-0.173,-1.387,1.126,1.795,STABLE,0.987,COMP-031,cloudy,
GCO-01145,1856-03-28,SV-24,Kellin Ward,Little Yard,Capital,NW-6,46.018,4.248,15.856,46.115,3.94,14.659,-0.097,0.308,1.198,1.24,STABLE,0.747,COMP-031,clear,
GCO-01848,1856-03-31,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.161,3.434,15.27,46.115,3.94,14.659,0.047,-0.506,0.611,0.795,STABLE,0.942,COMP-031,clear,
GCO-03605,1856-04-01,SV-27,Sellin Brook,Little Yard,Capital,NW-6,44.17,4.495,14.34,46.115,3.94,14.659,-1.945,0.555,-0.319,2.048,STABLE,0.728,COMP-009,cloudy,
GCO-04275,1856-04-01,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,44.103,4.075,15.392,46.115,3.94,14.659,-2.011,0.135,0.733,2.145,STABLE,0.892,COMP-023,cloudy,
GCO-01173,1856-04-03,SV-04,Pella Morse,East Court,Capital,NW-1,24.085,9.711,21.068,24.282,10.687,20.052,-0.197,-0.977,1.016,1.423,STABLE,0.767,COMP-005,fog,
GCO-00524,1856-04-05,SV-05,Tobin Creel,Little Yard,Capital,NW-6,45.524,3.867,14.374,46.115,3.94,14.659,-0.591,-0.073,-0.285,0.66,STABLE,0.921,COMP-017,cloudy,Reference marker missing or damaged
GCO-04268,1856-04-05,SV-18,Sollis Hern,East Market,Densmok,NE-4,198.755,148.562,105.549,199.845,149.61,107.326,-1.09,-1.048,-1.777,2.334,STABLE,0.877,COMP-032,clear,
GCO-04904,1856-04-05,SV-19,Nerin Kale,Little Yard,Capital,NW-6,45.714,3.125,15.94,46.115,3.94,14.659,-0.401,-0.815,1.282,1.571,STABLE,0.943,COMP-032,cloudy,
GCO-04957,1856-04-06,SV-16,Hellis Mord,South Square,Densmok,NE-9,149.733,135.466,114.675,150.285,135.272,115.743,-0.552,0.194,-1.068,1.218,STABLE,0.863,COMP-016,clear,
GCO-02849,1856-04-07,SV-22,Garris Stone,Little Yard,Capital,NW-6,45.988,4.391,15.404,46.115,3.94,14.659,-0.127,0.451,0.745,0.88,STABLE,0.909,COMP-020,clear,
GCO-00585,1856-04-08,SV-24,Kellin Ward,Lower Yard (Capital),Capital,NW-9,7.515,18.612,50.435,8.17,18.973,49.476,-0.655,-0.361,0.959,1.216,STABLE,0.747,COMP-005,clear,
GCO-00602,1856-04-08,SV-21,Mellen Pike,Little Tower,Capital,NW-7,12.473,28.611,12.384,12.331,28.068,13.137,0.141,0.543,-0.753,0.939,STABLE,0.942,COMP-046,cloudy,
GCO-02816,1856-04-08,SV-04,Pella Morse,Little Yard,Capital,NW-6,45.578,4.34,15.11,46.115,3.94,14.659,-0.537,0.4,0.451,0.808,STABLE,0.767,COMP-010,clear,
GCO-01167,1856-04-09,SV-11,Erris Dann,Hall,Densmok,NE-4,107.629,137.427,141.579,106.796,136.182,140.378,0.833,1.245,1.201,1.92,STABLE,0.766,COMP-019,fog,
GCO-00491,1856-04-15,SV-10,Kella Tross,Little Yard,Capital,NW-6,46.324,3.79,15.016,46.115,3.94,14.659,0.209,-0.15,0.357,0.44,STABLE,0.709,COMP-043,clear,
GCO-00703,1856-04-15,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,45.792,5.161,14.143,46.115,3.94,14.659,-0.323,1.221,-0.516,1.364,STABLE,0.726,COMP-038,rain,
GCO-03898,1856-04-15,SV-09,Archon Mills,Little Yard,Capital,NW-6,45.243,4.456,15.024,46.115,3.94,14.659,-0.871,0.516,0.365,1.077,STABLE,0.827,COMP-008,cloudy,
GCO-01717,1856-04-16,SV-16,Hellis Mord,Little Yard,Capital,NW-6,45.968,4.297,14.853,46.115,3.94,14.659,-0.146,0.357,0.194,0.432,STABLE,0.863,COMP-029,cloudy,
GCO-04180,1856-04-16,SV-26,Norris Vale,Little Yard,Capital,NW-6,44.411,2.823,13.022,46.115,3.94,14.659,-1.704,-1.117,-1.637,2.614,STABLE,0.801,COMP-049,storm,
GCO-04838,1856-04-16,SV-26,Norris Vale,Little Yard,Capital,NW-6,45.609,5.305,14.655,46.115,3.94,14.659,-0.506,1.365,-0.004,1.456,STABLE,0.801,COMP-023,fog,
GCO-02628,1856-04-17,SV-29,Corren Dale,Little Yard,Capital,NW-6,46.982,4.661,14.876,46.115,3.94,14.659,0.868,0.721,0.217,1.149,STABLE,0.954,COMP-001,rain,Obstructed view
GCO-03592,1856-04-17,SV-28,Varren Hill,Little Yard,Capital,NW-6,46.969,3.908,13.818,46.115,3.94,14.659,0.854,-0.032,-0.841,1.199,STABLE,0.729,COMP-050,cloudy,Surveyor reports difficulty
GCO-04578,1856-04-18,SV-24,Kellin Ward,Little Yard,Capital,NW-6,45.294,2.965,13.874,46.115,3.94,14.659,-0.82,-0.975,-0.785,1.497,STABLE,0.747,COMP-044,clear,
GCO-01874,1856-04-22,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,46.673,5.418,15.33,46.115,3.94,14.659,0.559,1.478,0.671,1.716,MODERATE,0.892,COMP-014,clear,
GCO-02367,1856-04-22,SV-18,Sollis Hern,Little Yard,Capital,NW-6,46.655,4.336,13.954,46.115,3.94,14.659,0.541,0.396,-0.705,0.973,STABLE,0.877,COMP-020,rain,Reference marker missing or damaged
GCO-00106,1856-04-23,SV-01,Kellis Dorn,Little Exchange (Capital),Capital,NW-2,7.932,17.983,33.162,8.133,17.764,33.509,-0.201,0.219,-0.347,0.457,STABLE,0.892,COMP-032,cloudy,
GCO-01087,1856-04-23,SV-09,Archon Mills,Lower Yard (Capital),Capital,NW-9,8.96,18.718,48.072,8.17,18.973,49.476,0.789,-0.255,-1.404,1.631,STABLE,0.827,COMP-022,cloudy,
GCO-02405,1856-04-29,SV-14,Levin Cross,East Square,Capital,NW-2,38.482,50.367,42.536,38.653,49.261,42.766,-0.172,1.106,-0.23,1.143,STABLE,0.76,COMP-024,clear,
GCO-03926,1856-04-30,SV-01,Kellis Dorn,East Square,Capital,NW-2,39.901,48.468,43.404,38.653,49.261,42.766,1.248,-0.793,0.638,1.61,STABLE,0.892,COMP-031,cloudy,
GCO-03768,1856-05-05,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,46.166,4.786,14.566,46.115,3.94,14.659,0.051,0.846,-0.093,0.853,STABLE,0.726,COMP-021,cloudy,
GCO-00880,1856-05-06,SV-25,Terris Bloom,Little Yard,Capital,NW-6,45.2,4.174,14.879,46.115,3.94,14.659,-0.915,0.234,0.22,0.97,STABLE,0.987,COMP-034,rain,
GCO-02359,1856-05-06,SV-27,Sellin Brook,Little Yard,Capital,NW-6,47.216,3.906,15.666,46.115,3.94,14.659,1.101,-0.034,1.007,1.493,STABLE,0.728,COMP-001,clear,
GCO-01746,1856-05-07,SV-14,Levin Cross,Little Exchange (Capital),Capital,NW-2,7.299,17.912,33.652,8.133,17.764,33.509,-0.833,0.148,0.143,0.858,STABLE,0.76,COMP-038,clear,
GCO-03399,1856-05-07,SV-09,Archon Mills,Little Yard,Capital,NW-6,46.774,3.783,14.414,46.115,3.94,14.659,0.659,-0.157,-0.245,0.72,STABLE,0.827,COMP-013,cloudy,
GCO-04150,1856-05-07,SV-18,Sollis Hern,Inner Landing,Capital,NW-1,50.662,25.908,4.86,49.877,25.476,4.545,0.785,0.432,0.315,0.95,STABLE,0.877,COMP-003,clear,
GCO-02690,1856-05-10,SV-15,Darren Pol,Little Exchange (Capital),Capital,NW-2,8.419,18.636,34.457,8.133,17.764,33.509,0.286,0.872,0.948,1.319,STABLE,0.895,COMP-026,clear,
GCO-04072,1856-05-12,SV-18,Sollis Hern,Lower Station,Capital,NW-4,29.465,48.445,46.25,30.33,48.218,46.446,-0.865,0.227,-0.196,0.915,STABLE,0.877,COMP-044,cloudy,
GCO-02073,1856-05-18,SV-24,Kellin Ward,Little Yard,Capital,NW-6,47.729,4.001,14.073,46.115,3.94,14.659,1.615,0.061,-0.586,1.719,MODERATE,0.747,COMP-019,clear,
GCO-04716,1856-05-21,SV-05,Tobin Creel,Little Yard,Capital,NW-6,46.652,4.357,14.957,46.115,3.94,14.659,0.537,0.417,0.299,0.743,STABLE,0.921,COMP-002,clear,
GCO-02599,1856-05-22,SV-05,Tobin Creel,Little Yard,Capital,NW-6,45.276,3.833,14.281,46.115,3.94,14.659,-0.838,-0.107,-0.378,0.926,STABLE,0.921,COMP-040,clear,
GCO-03990,1856-05-23,SV-12,Pemlik Vorn,East Square,Capital,NW-2,38.477,49.146,43.543,38.653,49.261,42.766,-0.177,-0.115,0.777,0.805,STABLE,0.852,COMP-050,rain,
GCO-00489,1856-05-24,SV-20,Torren Voss,East Square,Capital,NW-2,37.801,48.701,43.022,38.653,49.261,42.766,-0.853,-0.56,0.256,1.051,STABLE,0.702,COMP-032,cloudy,
GCO-01892,1856-05-25,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.03,4.965,14.383,46.115,3.94,14.659,-0.085,1.025,-0.275,1.064,STABLE,0.942,COMP-050,rain,
GCO-01941,1856-05-25,SV-04,Pella Morse,Little Yard,Capital,NW-6,44.655,3.167,15.113,46.115,3.94,14.659,-1.46,-0.773,0.454,1.713,STABLE,0.767,COMP-049,rain,Readings verified by second surveyor
GCO-01027,1856-05-27,SV-03,Vornis Keth,Little Yard,Capital,NW-6,45.462,2.374,15.035,46.115,3.94,14.659,-0.653,-1.566,0.376,1.738,STABLE,0.783,COMP-001,cloudy,
GCO-02402,1856-05-29,SV-07,Rellen Foss,Little Tower,Capital,NW-7,12.506,28.55,11.904,12.331,28.068,13.137,0.175,0.482,-1.233,1.335,STABLE,0.968,COMP-047,rain,
GCO-04501,1856-05-29,SV-09,Archon Mills,Little Yard,Capital,NW-6,46.363,3.969,14.629,46.115,3.94,14.659,0.248,0.029,-0.03,0.252,STABLE,0.827,COMP-037,clear,
GCO-02862,1856-05-30,SV-19,Nerin Kale,Little Yard,Capital,NW-6,46.954,3.731,14.551,46.115,3.94,14.659,0.839,-0.209,-0.107,0.871,STABLE,0.943,COMP-001,clear,
GCO-00855,1856-05-31,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,46.942,3.759,14.16,46.115,3.94,14.659,0.827,-0.181,-0.499,0.983,STABLE,0.852,COMP-018,clear,
GCO-03324,1856-05-31,SV-25,Terris Bloom,Little Yard,Capital,NW-6,46.967,4.53,14.31,46.115,3.94,14.659,0.853,0.59,-0.349,1.094,STABLE,0.987,COMP-039,cloudy,
GCO-04243,1856-05-31,SV-20,Torren Voss,Little Yard,Capital,NW-6,45.625,3.444,13.976,46.115,3.94,14.659,-0.49,-0.496,-0.683,0.976,STABLE,0.702,COMP-006,cloudy,
GCO-04621,1856-06-01,SV-15,Darren Pol,East Square,Capital,NW-2,37.43,49.254,41.987,38.653,49.261,42.766,-1.223,-0.007,-0.779,1.45,STABLE,0.895,COMP-013,rain,
GCO-00930,1856-06-05,SV-24,Kellin Ward,Little Yard,Capital,NW-6,45.476,4.313,15.784,46.115,3.94,14.659,-0.639,0.373,1.125,1.346,STABLE,0.747,COMP-032,clear,
GCO-01700,1856-06-05,SV-21,Mellen Pike,East Square,Capital,NW-2,38.985,50.163,43.271,38.653,49.261,42.766,0.332,0.902,0.505,1.086,STABLE,0.942,COMP-011,cloudy,
GCO-03767,1856-06-06,SV-22,Garris Stone,Little Yard,Capital,NW-6,46.322,4.658,15.699,46.115,3.94,14.659,0.207,0.718,1.04,1.28,STABLE,0.909,COMP-012,rain,
GCO-04396,1856-06-06,SV-28,Varren Hill,Little Yard,Capital,NW-6,45.884,4.685,15.22,46.115,3.94,14.659,-0.231,0.745,0.561,0.961,STABLE,0.729,COMP-012,cloudy,
GCO-04658,1856-06-06,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.862,3.461,13.86,46.115,3.94,14.659,-0.252,-0.479,-0.799,0.965,STABLE,0.709,COMP-026,clear,
GCO-04872,1856-06-07,SV-04,Pella Morse,Little Yard,Capital,NW-6,46.466,3.774,15.301,46.115,3.94,14.659,0.351,-0.166,0.642,0.75,STABLE,0.767,COMP-040,fog,
GCO-00292,1856-06-11,SV-15,Darren Pol,Little Exchange (Capital),Capital,NW-2,8.657,17.509,33.312,8.133,17.764,33.509,0.525,-0.254,-0.197,0.615,STABLE,0.895,COMP-045,clear,
GCO-03376,1856-06-12,SV-07,Rellen Foss,Little Yard,Capital,NW-6,46.655,3.661,14.237,46.115,3.94,14.659,0.541,-0.279,-0.422,0.741,STABLE,0.968,COMP-011,cloudy,
GCO-00365,1856-06-16,SV-19,Nerin Kale,East Plaza (Capital),Capital,NW-8,28.328,35.558,10.453,28.359,35.896,10.631,-0.031,-0.338,-0.179,0.384,STABLE,0.943,COMP-037,clear,
GCO-02276,1856-06-16,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,45.77,4.517,14.636,46.115,3.94,14.659,-0.345,0.577,-0.023,0.673,STABLE,0.852,COMP-016,cloudy,Equipment recalibrated
GCO-04736,1856-06-16,SV-12,Pemlik Vorn,Inner Landing,Capital,NW-1,49.821,25.947,3.694,49.877,25.476,4.545,-0.056,0.47,-0.851,0.974,STABLE,0.852,COMP-039,clear,
GCO-04354,1856-06-20,SV-10,Kella Tross,Little Yard,Capital,NW-6,46.103,4.74,14.692,46.115,3.94,14.659,-0.012,0.8,0.033,0.801,STABLE,0.709,COMP-028,clear,
GCO-04108,1856-06-21,SV-25,Terris Bloom,Little Exchange (Capital),Capital,NW-2,8.368,17.583,33.668,8.133,17.764,33.509,0.235,-0.181,0.159,0.337,STABLE,0.987,COMP-041,clear,
GCO-03722,1856-06-23,SV-26,Norris Vale,East Square,Capital,NW-2,38.028,49.213,42.435,38.653,49.261,42.766,-0.626,-0.048,-0.331,0.709,STABLE,0.801,COMP-019,cloudy,
GCO-01944,1856-06-24,SV-26,Norris Vale,Little Yard,Capital,NW-6,45.466,3.641,14.745,46.115,3.94,14.659,-0.648,-0.299,0.086,0.719,MODERATE,0.801,COMP-020,cloudy,
GCO-03731,1856-06-24,SV-04,Pella Morse,Upper Landing,Capeast,NE-2,144.368,242.86,111.464,144.887,242.077,112.316,-0.52,0.782,-0.851,1.268,STABLE,0.767,COMP-023,cloudy,
